"","couponID","nUser","nUserUsed","nUserTwiceorMore","nUserNotUsed"
"703","cpn1910",1,0,0,1
"704","cpn1911",1,0,0,1
"705","cpn1912",1,0,0,1
"706","cpn1913",1,0,0,1
"707","cpn1914",2,0,0,2
"708","cpn1915",2,2,0,0
"709","cpn1917",1,1,0,0
"710","cpn1922",3,0,0,3
"711","cpn1923",1,0,0,1
"712","cpn1924",3,1,0,2
"713","cpn1925",2,0,0,2
"714","cpn1927",2,0,0,2
"716","cpn1930",1,0,0,1
"717","cpn1934",1,0,0,1
"718","cpn1935",2,1,0,1
"719","cpn1938",2,1,0,1
"720","cpn1939",4,1,0,3
"722","cpn1943",1,0,0,1
"723","cpn1945",1,0,0,1
"724","cpn1947",1,1,0,0
"725","cpn1948",1,1,0,0
"727","cpn1951",3,1,0,2
"728","cpn1952",2,1,0,1
"729","cpn1956",2,0,0,2
"730","cpn1957",2,1,0,1
"731","cpn1958",1,0,0,1
"732","cpn1959",2,0,0,2
"734","cpn1960",1,1,0,0
"735","cpn1963",2,0,0,2
"736","cpn1964",1,0,0,1
"737","cpn1966",2,0,0,2
"738","cpn1967",3,0,0,3
"739","cpn1968",1,0,0,1
"740","cpn1969",2,0,0,2
"742","cpn1972",2,1,0,1
"743","cpn1979",1,0,0,1
"745","cpn1980",1,0,0,1
"746","cpn1981",1,0,0,1
"747","cpn1985",1,0,0,1
"748","cpn1987",1,0,0,1
"749","cpn1988",1,1,0,0
"750","cpn1989",1,0,0,1
"752","cpn1990",3,1,0,2
"753","cpn1991",3,1,0,2
"754","cpn1992",2,0,0,2
"755","cpn1994",1,1,0,0
"756","cpn1995",3,2,1,1
"757","cpn1996",4,4,0,0
"758","cpn1997",1,1,0,0
"759","cpn1998",3,1,0,2
"762","cpn2000",1,1,0,0
"763","cpn2002",2,0,0,2
"764","cpn2003",1,0,0,1
"765","cpn2004",1,1,0,0
"766","cpn2006",1,0,0,1
"767","cpn2007",1,0,0,1
"768","cpn2008",1,0,0,1
"769","cpn2009",1,0,0,1
"771","cpn2012",1,0,0,1
"772","cpn2014",3,1,0,2
"773","cpn2015",1,1,0,0
"774","cpn2019",5,1,0,4
"775","cpn2021",6,0,0,6
"776","cpn2022",1,0,0,1
"777","cpn2024",1,1,0,0
"778","cpn2025",1,1,0,0
"779","cpn2026",3,1,0,2
"780","cpn2027",1,0,0,1
"781","cpn2029",1,1,0,0
"783","cpn2030",2,2,0,0
"784","cpn2031",1,0,0,1
"785","cpn2032",1,0,0,1
"786","cpn2034",1,1,0,0
"787","cpn2035",2,0,0,2
"788","cpn2036",1,0,0,1
"789","cpn2037",1,1,0,0
"790","cpn2038",2,0,0,2
"792","cpn2041",2,0,0,2
"793","cpn2045",1,0,0,1
"794","cpn2046",1,1,0,0
"795","cpn2047",2,1,0,1
"796","cpn2048",2,0,0,2
"797","cpn2049",2,1,0,1
"799","cpn2052",1,0,0,1
"800","cpn2053",2,1,0,1
"801","cpn2054",1,0,0,1
"802","cpn2055",3,0,0,3
"803","cpn2056",3,0,0,3
"804","cpn2059",1,1,0,0
"806","cpn2060",3,0,0,3
"807","cpn2061",3,1,0,2
"808","cpn2062",2,0,0,2
"809","cpn2063",1,0,0,1
"810","cpn2064",1,1,0,0
"811","cpn2066",2,0,0,2
"812","cpn2067",2,0,0,2
"813","cpn2069",1,0,0,1
"815","cpn2074",1,0,0,1
"816","cpn2075",1,0,0,1
"817","cpn2076",2,0,0,2
"819","cpn2081",5,2,0,3
"820","cpn2083",1,0,0,1
"821","cpn2085",1,1,0,0
"822","cpn2086",2,1,0,1
"823","cpn2089",2,0,0,2
"825","cpn2093",2,0,0,2
"826","cpn2094",4,2,0,2
"827","cpn2095",4,2,0,2
"828","cpn2096",1,0,0,1
"829","cpn2099",1,0,0,1
"832","cpn2103",2,1,0,1
"833","cpn2104",2,0,0,2
"834","cpn2105",1,1,0,0
"835","cpn2106",1,1,0,0
"836","cpn2107",2,0,0,2
"837","cpn2108",1,0,0,1
"838","cpn2109",1,0,0,1
"840","cpn2111",1,1,0,0
"841","cpn2112",1,0,0,1
"842","cpn2114",2,1,0,1
"843","cpn2116",1,0,0,1
"844","cpn2119",1,0,0,1
"846","cpn2123",2,2,0,0
"847","cpn2124",1,0,0,1
"848","cpn2127",2,2,0,0
"849","cpn2128",2,0,0,2
"851","cpn2132",2,0,0,2
"852","cpn2135",1,0,0,1
"853","cpn2138",1,1,0,0
"854","cpn2141",1,0,0,1
"855","cpn2142",3,0,0,3
"856","cpn2146",1,0,0,1
"857","cpn2147",1,1,0,0
"858","cpn2149",2,0,0,2
"860","cpn2151",2,0,0,2
"861","cpn2152",1,0,0,1
"862","cpn2153",1,0,0,1
"863","cpn2154",1,0,0,1
"864","cpn2155",2,0,0,2
"865","cpn2156",1,0,0,1
"866","cpn2157",1,0,0,1
"867","cpn2158",1,0,0,1
"868","cpn2159",1,0,0,1
"870","cpn2161",2,0,0,2
"871","cpn2162",1,0,0,1
"872","cpn2168",1,0,0,1
"873","cpn2169",2,0,0,2
"875","cpn2170",1,0,0,1
"876","cpn2171",1,0,0,1
"877","cpn2172",1,0,0,1
"878","cpn2174",1,0,0,1
"879","cpn2176",1,0,0,1
"880","cpn2177",2,1,0,1
"881","cpn2178",1,0,0,1
"882","cpn2179",2,0,0,2
"884","cpn2180",1,1,0,0
"885","cpn2181",1,0,0,1
"886","cpn2184",4,1,0,3
"887","cpn2185",1,0,0,1
"888","cpn2188",1,0,0,1
"890","cpn2190",1,0,0,1
"891","cpn2191",1,0,0,1
"892","cpn2192",3,1,0,2
"893","cpn2193",3,0,0,3
"894","cpn2194",4,0,0,4
"895","cpn2197",1,0,0,1
"896","cpn2198",1,0,0,1
"899","cpn2201",1,1,0,0
"900","cpn2202",3,0,0,3
"901","cpn2203",1,0,0,1
"902","cpn2204",1,0,0,1
"903","cpn2207",1,1,0,0
"904","cpn2208",1,0,0,1
"905","cpn2209",1,0,0,1
"906","cpn2210",1,0,0,1
"907","cpn2213",2,0,0,2
"908","cpn2214",1,1,0,0
"909","cpn2215",1,0,0,1
"910","cpn2216",1,1,0,0
"911","cpn2217",1,0,0,1
"912","cpn2219",1,1,0,0
"914","cpn2221",1,0,0,1
"915","cpn2225",1,0,0,1
"916","cpn2226",1,0,0,1
"917","cpn2227",1,0,0,1
"918","cpn2232",1,0,0,1
"919","cpn2234",2,0,0,2
"920","cpn2236",1,0,0,1
"921","cpn2237",1,0,0,1
"923","cpn2242",1,0,0,1
"924","cpn2243",1,0,0,1
"925","cpn2244",1,0,0,1
"926","cpn2245",1,0,0,1
"927","cpn2246",1,0,0,1
"928","cpn2247",1,0,0,1
"929","cpn2248",2,1,0,1
"931","cpn2251",3,0,0,3
"932","cpn2252",2,0,0,2
"933","cpn2253",1,0,0,1
"934","cpn2254",1,0,0,1
"935","cpn2255",1,0,0,1
"936","cpn2256",1,0,0,1
"937","cpn2257",1,0,0,1
"938","cpn2259",3,1,0,2
"940","cpn2260",4,1,0,3
"941","cpn2263",1,0,0,1
"942","cpn2266",1,0,0,1
"944","cpn2274",1,0,0,1
"945","cpn2275",1,1,0,0
"946","cpn2279",1,0,0,1
"948","cpn2281",2,1,0,1
"949","cpn2284",2,0,0,2
"950","cpn2285",1,1,0,0
"951","cpn2287",1,0,0,1
"953","cpn2295",1,1,0,0
"954","cpn2296",1,0,0,1
"955","cpn2297",3,0,0,3
"958","cpn2301",1,0,0,1
"959","cpn2303",1,0,0,1
"960","cpn2304",1,0,0,1
"961","cpn2308",1,0,0,1
"963","cpn2313",1,0,0,1
"964","cpn2314",1,0,0,1
"965","cpn2315",1,0,0,1
"966","cpn2317",2,1,0,1
"967","cpn2318",1,0,0,1
"968","cpn2319",1,0,0,1
"970","cpn2320",1,0,0,1
"971","cpn2324",4,0,0,4
"972","cpn2325",1,1,0,0
"973","cpn2326",1,0,0,1
"974","cpn2327",1,0,0,1
"975","cpn2328",1,0,0,1
"977","cpn2333",1,0,0,1
"978","cpn2335",2,0,0,2
"979","cpn2336",1,0,0,1
"980","cpn2337",1,0,0,1
"981","cpn2338",1,0,0,1
"982","cpn2339",2,0,0,2
"983","cpn2340",1,1,0,0
"984","cpn2341",1,0,0,1
"985","cpn2343",2,0,0,2
"986","cpn2344",1,1,0,0
"987","cpn2347",2,0,0,2
"988","cpn2348",1,0,0,1
"989","cpn2349",2,1,0,1
"990","cpn2351",2,1,0,1
"991","cpn2352",1,1,0,0
"992","cpn2354",1,0,0,1
"993","cpn2355",1,0,0,1
"994","cpn2356",2,0,0,2
"995","cpn2358",1,0,0,1
"996","cpn2359",3,1,0,2
"998","cpn2363",1,0,0,1
"999","cpn2368",1,0,0,1
"1001","cpn2371",1,0,0,1
"1002","cpn2375",1,0,0,1
"1003","cpn2377",2,0,0,2
"1004","cpn2380",4,0,0,4
"1005","cpn2381",1,0,0,1
"1006","cpn2382",1,0,0,1
"1007","cpn2384",1,0,0,1
"1008","cpn2386",2,1,0,1
"1009","cpn2388",2,0,0,2
"1010","cpn2389",1,0,0,1
"1012","cpn2393",3,2,0,1
"1013","cpn2394",1,0,0,1
"1014","cpn2395",1,0,0,1
"1015","cpn2396",2,0,0,2
"1016","cpn2397",1,0,0,1
"1017","cpn2399",1,0,0,1
"1020","cpn2400",1,1,0,0
"1021","cpn2401",3,1,0,2
"1022","cpn2403",1,1,0,0
"1023","cpn2404",1,0,0,1
"1024","cpn2405",1,0,0,1
"1025","cpn2406",1,0,0,1
"1026","cpn2407",1,0,0,1
"1027","cpn2409",2,1,0,1
"1028","cpn2410",1,0,0,1
"1029","cpn2413",1,1,0,0
"1030","cpn2414",1,0,0,1
"1031","cpn2415",1,0,0,1
"1032","cpn2416",1,0,0,1
"1033","cpn2418",1,1,0,0
"1034","cpn2421",1,0,0,1
"1035","cpn2422",2,0,0,2
"1036","cpn2423",1,0,0,1
"1037","cpn2424",2,1,0,1
"1038","cpn2427",1,0,0,1
"1039","cpn2429",3,1,0,2
"1041","cpn2430",1,0,0,1
"1042","cpn2437",1,0,0,1
"1043","cpn2438",11,3,0,8
"1044","cpn2439",2,2,0,0
"1046","cpn2442",1,0,0,1
"1047","cpn2443",1,0,0,1
"1048","cpn2444",1,0,0,1
"1049","cpn2445",1,0,0,1
"1050","cpn2446",5,0,0,5
"1051","cpn2447",3,1,0,2
"1052","cpn2448",1,0,0,1
"1053","cpn2449",2,1,0,1
"1055","cpn2450",1,1,0,0
"1056","cpn2451",1,0,0,1
"1057","cpn2453",1,0,0,1
"1058","cpn2454",2,0,0,2
"1059","cpn2458",1,0,0,1
"1060","cpn2459",2,0,0,2
"1062","cpn2462",1,0,0,1
"1063","cpn2465",1,0,0,1
"1064","cpn2466",2,0,0,2
"1065","cpn2468",1,0,0,1
"1066","cpn2469",2,1,1,1
"1068","cpn2473",1,0,0,1
"1069","cpn2474",2,2,0,0
"1070","cpn2476",1,0,0,1
"1071","cpn2477",1,0,0,1
"1072","cpn2479",1,0,0,1
"1074","cpn2482",3,1,0,2
"1075","cpn2487",1,1,0,0
"1076","cpn2488",1,1,0,0
"1078","cpn2490",1,0,0,1
"1079","cpn2491",1,0,0,1
"1080","cpn2492",1,0,0,1
"1081","cpn2493",1,0,0,1
"1082","cpn2494",2,0,0,2
"1083","cpn2495",1,0,0,1
"1084","cpn2497",1,0,0,1
"1085","cpn2498",2,0,0,2
"1088","cpn2501",1,0,0,1
"1089","cpn2502",1,1,0,0
"1090","cpn2506",1,0,0,1
"1091","cpn2507",1,0,0,1
"1092","cpn2508",1,0,0,1
"1094","cpn2513",1,0,0,1
"1096","cpn2520",1,0,0,1
"1097","cpn2522",2,0,0,2
"1098","cpn2523",1,0,0,1
"1099","cpn2526",1,1,0,0
"1101","cpn2530",1,0,0,1
"1102","cpn2532",2,0,0,2
"1103","cpn2533",2,0,0,2
"1105","cpn2540",1,0,0,1
"1106","cpn2542",1,1,0,0
"1107","cpn2545",1,0,0,1
"1108","cpn2547",2,0,0,2
"1109","cpn2549",1,0,0,1
"1111","cpn2552",2,0,0,2
"1112","cpn2553",1,0,0,1
"1113","cpn2554",1,0,0,1
"1114","cpn2555",1,0,0,1
"1115","cpn2556",1,0,0,1
"1116","cpn2559",2,0,0,2
"1118","cpn2560",1,0,0,1
"1119","cpn2562",1,0,0,1
"1120","cpn2564",1,0,0,1
"1121","cpn2565",1,0,0,1
"1122","cpn2567",1,0,0,1
"1123","cpn2568",1,0,0,1
"1124","cpn2569",1,0,0,1
"1126","cpn2570",1,0,0,1
"1127","cpn2571",2,0,0,2
"1128","cpn2572",1,0,0,1
"1129","cpn2574",2,0,0,2
"1130","cpn2575",1,0,0,1
"1131","cpn2577",2,0,0,2
"1132","cpn2578",1,1,0,0
"1133","cpn2579",3,1,0,2
"1135","cpn2586",1,0,0,1
"1137","cpn2593",1,0,0,1
"1138","cpn2596",1,0,0,1
"1139","cpn2599",1,0,0,1
"1142","cpn2600",2,0,0,2
"1143","cpn2601",1,0,0,1
"1144","cpn2602",1,0,0,1
"1145","cpn2606",1,0,0,1
"1146","cpn2607",1,1,0,0
"1147","cpn2608",1,0,0,1
"1148","cpn2609",3,0,0,3
"1150","cpn2610",1,0,0,1
"1151","cpn2616",1,0,0,1
"1152","cpn2617",2,1,0,1
"1153","cpn2618",4,0,0,4
"1155","cpn2620",1,0,0,1
"1156","cpn2622",1,0,0,1
"1157","cpn2623",1,0,0,1
"1158","cpn2625",1,1,0,0
"1159","cpn2626",1,0,0,1
"1160","cpn2627",2,0,0,2
"1161","cpn2629",2,0,0,2
"1163","cpn2630",1,0,0,1
"1164","cpn2631",1,0,0,1
"1165","cpn2632",1,0,0,1
"1166","cpn2635",1,0,0,1
"1167","cpn2636",1,0,0,1
"1169","cpn2641",1,0,0,1
"1170","cpn2642",2,0,0,2
"1171","cpn2643",11,4,0,7
"1172","cpn2644",1,0,0,1
"1173","cpn2645",1,1,0,0
"1174","cpn2646",1,0,0,1
"1175","cpn2647",5,1,0,4
"1177","cpn2650",2,1,0,1
"1178","cpn2653",3,0,0,3
"1179","cpn2654",1,1,0,0
"1180","cpn2658",1,0,0,1
"1182","cpn2660",1,0,0,1
"1183","cpn2661",1,0,0,1
"1184","cpn2664",1,1,0,0
"1185","cpn2668",1,0,0,1
"1186","cpn2669",1,0,0,1
"1188","cpn2671",1,1,0,0
"1189","cpn2675",1,0,0,1
"1190","cpn2676",1,0,0,1
"1191","cpn2678",1,0,0,1
"1192","cpn2679",4,1,0,3
"1194","cpn2680",1,0,0,1
"1195","cpn2681",1,0,0,1
"1196","cpn2683",1,1,0,0
"1197","cpn2684",1,0,0,1
"1199","cpn2690",1,0,0,1
"1200","cpn2691",1,1,0,0
"1201","cpn2696",4,0,0,4
"1202","cpn2697",1,0,0,1
"1203","cpn2698",1,1,0,0
"1205","cpn2701",1,1,0,0
"1206","cpn2702",1,1,0,0
"1207","cpn2703",1,0,0,1
"1208","cpn2704",1,0,0,1
"1209","cpn2705",1,0,0,1
"1210","cpn2708",1,0,0,1
"1211","cpn2709",1,0,0,1
"1212","cpn2711",3,2,0,1
"1213","cpn2712",1,0,0,1
"1214","cpn2713",1,0,0,1
"1215","cpn2715",1,0,0,1
"1216","cpn2717",1,0,0,1
"1217","cpn2718",1,1,0,0
"1218","cpn2719",1,1,0,0
"1220","cpn2720",3,1,0,2
"1221","cpn2722",1,0,0,1
"1222","cpn2723",1,0,0,1
"1223","cpn2724",1,1,0,0
"1224","cpn2725",1,0,0,1
"1225","cpn2726",1,1,0,0
"1226","cpn2728",1,0,0,1
"1228","cpn2730",1,0,0,1
"1229","cpn2731",5,3,0,2
"1230","cpn2733",2,0,0,2
"1232","cpn2741",2,0,0,2
"1233","cpn2747",1,0,0,1
"1235","cpn2756",1,0,0,1
"1236","cpn2757",2,0,0,2
"1237","cpn2758",2,0,0,2
"1239","cpn2760",1,0,0,1
"1240","cpn2761",1,0,0,1
"1241","cpn2762",1,0,0,1
"1242","cpn2763",2,0,0,2
"1243","cpn2766",1,0,0,1
"1244","cpn2768",1,0,0,1
"1245","cpn2769",3,0,0,3
"1247","cpn2773",1,1,0,0
"1248","cpn2774",2,2,0,0
"1249","cpn2775",1,0,0,1
"1250","cpn2776",1,0,0,1
"1252","cpn2784",1,0,0,1
"1253","cpn2785",1,0,0,1
"1254","cpn2789",1,0,0,1
"1256","cpn2790",2,1,0,1
"1257","cpn2791",2,0,0,2
"1258","cpn2794",4,0,0,4
"1259","cpn2797",1,0,0,1
"1262","cpn2801",1,0,0,1
"1263","cpn2807",1,0,0,1
"1264","cpn2808",1,0,0,1
"1265","cpn2809",1,0,0,1
"1267","cpn2812",1,0,0,1
"1268","cpn2813",1,0,0,1
"1269","cpn2819",1,0,0,1
"1270","cpn2822",2,1,1,1
"1271","cpn2823",1,1,0,0
"1272","cpn2828",2,0,0,2
"1274","cpn2830",1,1,0,0
"1275","cpn2832",1,0,0,1
"1276","cpn2834",2,0,0,2
"1277","cpn2838",4,1,0,3
"1279","cpn2842",1,0,0,1
"1280","cpn2848",1,0,0,1
"1281","cpn2849",1,1,0,0
"1282","cpn2850",1,0,0,1
"1283","cpn2851",1,0,0,1
"1284","cpn2854",1,0,0,1
"1285","cpn2857",1,0,0,1
"1286","cpn2865",1,0,0,1
"1287","cpn2867",1,0,0,1
"1288","cpn2868",2,0,0,2
"1289","cpn2872",1,0,0,1
"1290","cpn2874",1,1,0,0
"1291","cpn2875",1,0,0,1
"1292","cpn2876",1,0,0,1
"1293","cpn2879",1,0,0,1
"1295","cpn2882",1,0,0,1
"1296","cpn2888",2,1,0,1
"1297","cpn2889",4,0,0,4
"1299","cpn2890",2,2,0,0
"1300","cpn2896",2,0,0,2
"1301","cpn2897",1,0,0,1
"1303","cpn2900",1,0,0,1
"1304","cpn2901",3,1,0,2
"1305","cpn2906",1,0,0,1
"1306","cpn2907",1,0,0,1
"1308","cpn2910",1,1,0,0
"1309","cpn2911",1,0,0,1
"1310","cpn2912",1,0,0,1
"1311","cpn2913",1,0,0,1
"1312","cpn2917",1,0,0,1
"1314","cpn2921",1,0,0,1
"1315","cpn2924",1,1,0,0
"1316","cpn2925",1,0,0,1
"1317","cpn2926",1,0,0,1
"1319","cpn2930",1,1,0,0
"1320","cpn2931",1,0,0,1
"1321","cpn2932",2,0,0,2
"1322","cpn2933",2,0,0,2
"1323","cpn2934",1,1,0,0
"1324","cpn2935",1,0,0,1
"1325","cpn2936",1,0,0,1
"1326","cpn2938",1,0,0,1
"1327","cpn2939",2,0,0,2
"1329","cpn2942",1,0,0,1
"1330","cpn2944",1,0,0,1
"1331","cpn2948",1,0,0,1
"1332","cpn2949",1,0,0,1
"1334","cpn2950",1,0,0,1
"1335","cpn2951",1,0,0,1
"1336","cpn2952",1,0,0,1
"1337","cpn2953",1,0,0,1
"1338","cpn2956",1,0,0,1
"1339","cpn2958",1,1,0,0
"1340","cpn2959",2,1,0,1
"1342","cpn2960",1,1,0,0
"1343","cpn2961",2,0,0,2
"1345","cpn2974",1,0,0,1
"1346","cpn2975",1,0,0,1
"1347","cpn2977",1,0,0,1
"1348","cpn2978",1,1,0,0
"1350","cpn2982",1,0,0,1
"1351","cpn2988",1,1,0,0
"1353","cpn2990",1,0,0,1
"1354","cpn2992",1,0,0,1
"1355","cpn2995",1,0,0,1
"1356","cpn2997",1,0,0,1
"1357","cpn2999",2,1,0,1
"1361","cpn3002",1,0,0,1
"1362","cpn3003",1,0,0,1
"1364","cpn3018",1,1,0,0
"1366","cpn3022",2,0,0,2
"1367","cpn3023",1,1,0,0
"1368","cpn3024",1,0,0,1
"1369","cpn3027",1,0,0,1
"1370","cpn3028",1,0,0,1
"1371","cpn3030",1,0,0,1
"1372","cpn3031",1,0,0,1
"1373","cpn3032",1,0,0,1
"1374","cpn3033",2,0,0,2
"1375","cpn3036",1,0,0,1
"1376","cpn3044",1,0,0,1
"1377","cpn3046",1,1,0,0
"1378","cpn3047",1,1,0,0
"1379","cpn3049",1,0,0,1
"1381","cpn3052",1,0,0,1
"1382","cpn3053",1,0,0,1
"1383","cpn3054",1,0,0,1
"1385","cpn3065",1,0,0,1
"1386","cpn3068",2,1,0,1
"1388","cpn3071",1,0,0,1
"1389","cpn3075",2,0,0,2
"1390","cpn3076",1,1,0,0
"1391","cpn3078",1,0,0,1
"1392","cpn3079",1,0,0,1
"1394","cpn3082",2,1,0,1
"1395","cpn3083",1,0,0,1
"1396","cpn3084",1,0,0,1
"1398","cpn3090",1,0,0,1
"1399","cpn3092",2,2,1,0
"1400","cpn3095",1,1,0,0
"1401","cpn3098",1,0,0,1
"1403","cpn3100",2,0,0,2
"1404","cpn3101",1,0,0,1
"1405","cpn3102",1,0,0,1
"1406","cpn3103",1,0,0,1
"1407","cpn3105",1,0,0,1
"1409","cpn3110",1,0,0,1
"1410","cpn3111",1,0,0,1
"1411","cpn3118",1,1,0,0
"1413","cpn3121",1,0,0,1
"1414","cpn3122",1,0,0,1
"1415","cpn3123",2,0,0,2
"1416","cpn3126",1,0,0,1
"1417","cpn3127",1,0,0,1
"1418","cpn3128",1,0,0,1
"1419","cpn3133",1,0,0,1
"1420","cpn3134",1,0,0,1
"1421","cpn3135",1,0,0,1
"1422","cpn3136",1,1,0,0
"1424","cpn3142",1,0,0,1
"1425","cpn3150",1,0,0,1
"1426","cpn3153",1,0,0,1
"1427","cpn3154",1,0,0,1
"1428","cpn3156",1,0,0,1
"1429","cpn3157",1,1,0,0
"1430","cpn3158",1,0,0,1
"1431","cpn3159",1,0,0,1
"1432","cpn3160",1,0,0,1
"1433","cpn3161",1,0,0,1
"1434","cpn3163",1,0,0,1
"1435","cpn3166",1,0,0,1
"1436","cpn3167",1,0,0,1
"1437","cpn3168",1,0,0,1
"1438","cpn3169",1,0,0,1
"1439","cpn3171",1,0,0,1
"1440","cpn3179",1,1,0,0
"1442","cpn3181",1,0,0,1
"1443","cpn3183",1,0,0,1
"1444","cpn3186",1,0,0,1
"1445","cpn3187",1,0,0,1
"1447","cpn3190",1,0,0,1
"1448","cpn3194",1,0,0,1
"1449","cpn3195",1,0,0,1
"1452","cpn3201",1,1,0,0
"1453","cpn3202",1,0,0,1
"1454","cpn3207",1,0,0,1
"1455","cpn3208",1,0,0,1
"1456","cpn3209",1,0,0,1
"1458","cpn3210",1,0,0,1
"1459","cpn3211",1,1,0,0
"1460","cpn3213",1,0,0,1
"1461","cpn3217",1,0,0,1
"1463","cpn3220",1,0,0,1
"1464","cpn3223",1,1,0,0
"1465","cpn3227",1,1,0,0
"1466","cpn3228",1,1,0,0
"1468","cpn3231",1,0,0,1
"1469","cpn3232",1,1,0,0
"1470","cpn3238",2,0,0,2
"1471","cpn3245",1,0,0,1
"1472","cpn3246",1,0,0,1
"1474","cpn3253",1,0,0,1
"1475","cpn3254",1,0,0,1
"1476","cpn3256",1,0,0,1
"1477","cpn3259",1,1,0,0
"1479","cpn3260",1,0,0,1
"1480","cpn3266",1,0,0,1
"1481","cpn3267",1,0,0,1
"1482","cpn3268",1,0,0,1
"1483","cpn3269",1,0,0,1
"1485","cpn3273",1,0,0,1
"1486","cpn3274",1,0,0,1
"1487","cpn3275",1,0,0,1
"1488","cpn3276",1,0,0,1
"1489","cpn3278",1,0,0,1
"1491","cpn3281",1,0,0,1
"1492","cpn3284",1,0,0,1
"1493","cpn3289",1,0,0,1
"1495","cpn3296",2,0,0,2
"1496","cpn3297",1,0,0,1
"1498","cpn3304",1,0,0,1
"1499","cpn3305",1,0,0,1
"1500","cpn3308",1,1,0,0
"1502","cpn3311",1,0,0,1
"1503","cpn3312",1,0,0,1
"1504","cpn3315",1,1,0,0
"1505","cpn3316",1,1,0,0
"1507","cpn3320",1,1,0,0
"1508","cpn3321",1,0,0,1
"1509","cpn3324",1,0,0,1
"1510","cpn3325",1,0,0,1
"1511","cpn3327",1,0,0,1
"1512","cpn3329",1,0,0,1
"1513","cpn3332",1,0,0,1
"1514","cpn3334",1,0,0,1
"1515","cpn3336",1,0,0,1
"1516","cpn3337",1,0,0,1
"1517","cpn3339",1,0,0,1
"1518","cpn3340",1,0,0,1
"1519","cpn3344",1,1,0,0
"1520","cpn3345",1,1,0,0
